latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,cluster
-8.27245,123.50804,348.94,0.39,0.36,2024-01-01,513,N,VIIRS,n,2,307.75,10.97,D,1,0
-5.17522,123.0119,335.65,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,299.92,4.15,D,0,1
-4.92454,120.19463,336.39,0.48,0.4,2024-01-01,514,N,VIIRS,n,2,298.14,27.74,D,0,1
-4.92509,120.19567,330.04,0.47,0.4,2024-01-01,514,N,VIIRS,n,2,296.65,28.09,D,0,1
-4.2033,122.23872,343.18,0.4,0.37,2024-01-01,514,N,VIIRS,n,2,297.58,10.42,D,0,1
-3.96983,122.28599,342.6,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,296.82,5.13,D,0,1
-3.9031,122.42035,342.45,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,301.34,6.44,D,2,1
-3.90363,122.41682,329.15,0.39,0.36,2024-01-01,514,N,VIIRS,l,2,300.06,3.74,D,2,1
-3.87065,122.40832,341.96,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,302.19,6.5,D,2,1
-3.87118,122.40479,344.25,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,301.65,4.8,D,2,1
-3.87171,122.40127,334.33,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,301.12,4.8,D,2,1
-3.86941,122.39372,338.36,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,300.71,4.95,D,2,1
-3.83542,122.38086,336.13,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,297.23,10.31,D,0,1
-3.83595,122.37736,330.14,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,296.27,5.76,D,0,1
-2.82804,122.17562,338.81,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,299.53,6.21,D,2,1
-2.73891,122.02827,331.41,0.39,0.36,2024-01-01,514,N,VIIRS,n,2,299.85,2.54,D,0,1
-2.81707,121.18304,334.55,0.41,0.37,2024-01-01,514,N,VIIRS,n,2,297.62,15.63,D,0,1
-2.57725,121.38488,332.93,0.41,0.37,2024-01-01,514,N,VIIRS,n,2,301.92,24.73,D,2,1
-2.57383,121.38441,347.88,0.41,0.37,2024-01-01,514,N,VIIRS,n,2,292.92,24.73,D,2,1
-2.41394,121.84844,334.59,0.39,0.37,2024-01-01,514,N,VIIRS,n,2,295.57,3.12,D,0,1
-2.57837,120.21204,328.6,0.45,0.39,2024-01-01,514,N,VIIRS,n,2,295.3,4.07,D,0,1
-2.54964,120.20885,344.03,0.45,0.39,2024-01-01,514,N,VIIRS,n,2,295.65,10.58,D,0,1
-2.29566,121.72428,331.98,0.4,0.37,2024-01-01,514,N,VIIRS,n,2,296.93,2.53,D,0,1
-2.47573,120.34499,333.73,0.44,0.38,2024-01-01,514,N,VIIRS,n,2,296.23,5.98,D,0,1
-2.66969,118.89293,327.33,0.52,0.42,2024-01-01,514,N,VIIRS,n,2,296.28,2.08,D,0,1
-2.12622,121.43851,335.44,0.4,0.37,2024-01-01,514,N,VIIRS,n,2,299.06,5.51,D,0,1
-2.00906,121.43111,335.42,0.4,0.37,2024-01-01,515,N,VIIRS,n,2,299.69,5.41,D,0,1
-2.00566,121.43064,335.17,0.4,0.37,2024-01-01,515,N,VIIRS,n,2,298.16,5.41,D,0,1
-2.00226,121.43015,332.41,0.4,0.37,2024-01-01,515,N,VIIRS,n,2,297.07,3.75,D,0,1
-1.99887,121.42966,330.81,0.4,0.37,2024-01-01,515,N,VIIRS,n,2,297.09,3.75,D,0,1
-1.58569,122.10525,337.68,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,300.68,4.96,D,0,1
-1.58235,122.10475,333.64,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,300.23,4.88,D,0,1
-1.59663,122.01058,347.35,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,295.61,18.57,D,0,1
-1.41994,122.37423,332.41,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,299.0,2.64,D,0,1
-1.24782,123.1955,339.76,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,299.64,20.94,D,0,1
-1.2445,123.19498,332.22,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,298.62,20.94,D,0,1
-1.38134,121.7551,329.49,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,295.63,1.56,D,0,1
1.10208,121.35555,334.67,0.39,0.36,2024-01-01,515,N,VIIRS,n,2,297.56,3.02,D,0,1
0.48126,127.99741,303.41,0.4,0.6,2024-01-01,1615,N,VIIRS,n,2,275.49,1.12,N,2,2
0.4807,128.00105,304.8,0.4,0.6,2024-01-01,1615,N,VIIRS,n,2,274.12,1.12,N,2,2
-1.4593,127.43652,346.45,0.41,0.61,2024-01-01,1616,N,VIIRS,n,2,284.75,5.71,N,2,2
-1.45858,127.43201,313.55,0.41,0.61,2024-01-01,1616,N,VIIRS,n,2,283.94,6.12,N,2,2
-1.55897,127.42619,295.95,0.41,0.6,2024-01-01,1616,N,VIIRS,n,2,271.08,0.35,N,0,2
-1.56458,127.42538,306.56,0.41,0.6,2024-01-01,1616,N,VIIRS,n,2,273.97,0.83,N,0,2
2.77754,125.41563,303.17,0.64,0.72,2024-01-01,1755,N,VIIRS,n,2,284.12,0.85,N,0,2
-2.57614,121.38062,321.74,0.41,0.61,2024-01-01,1756,N,VIIRS,n,2,284.76,2.29,N,2,1
-2.57554,121.37664,299.35,0.41,0.61,2024-01-01,1756,N,VIIRS,n,2,283.41,2.29,N,2,1
-2.57873,121.3778,317.48,0.41,0.61,2024-01-01,1757,N,VIIRS,n,2,284.72,1.8,N,2,1
-2.57931,121.38181,303.69,0.41,0.61,2024-01-01,1757,N,VIIRS,n,2,283.79,1.8,N,2,1
-2.82523,122.16022,302.85,0.47,0.64,2024-01-01,1757,N,VIIRS,n,2,278.08,1.18,N,2,1
-2.83111,122.15908,305.53,0.47,0.64,2024-01-01,1757,N,VIIRS,n,2,280.08,1.18,N,2,1
-2.82898,122.15982,307.57,0.47,0.64,2024-01-01,1757,N,VIIRS,n,2,280.23,2.08,N,2,1
-3.86865,122.40236,303.43,0.5,0.66,2024-01-01,1757,N,VIIRS,n,2,286.02,1.56,N,2,1
-3.86932,122.40696,311.0,0.5,0.66,2024-01-01,1757,N,VIIRS,n,2,286.36,1.56,N,2,1
-3.9019,122.41629,308.47,0.5,0.66,2024-01-01,1757,N,VIIRS,n,2,285.88,1.56,N,2,1
-3.90258,122.4209,308.51,0.5,0.66,2024-01-01,1757,N,VIIRS,n,2,286.04,1.56,N,2,1
-3.90201,122.41487,304.84,0.5,0.66,2024-01-01,1757,N,VIIRS,n,2,285.95,2.14,N,2,1
-3.90266,122.41946,310.98,0.5,0.66,2024-01-01,1757,N,VIIRS,n,2,286.43,2.26,N,2,1
-8.27806,123.5331,301.65,0.69,0.74,2024-01-01,1758,N,VIIRS,n,2,281.67,0.95,N,0,0
-8.27796,123.53481,301.71,0.69,0.74,2024-01-01,1758,N,VIIRS,n,2,281.86,1.25,N,0,0
-7.72643,126.13381,330.55,0.45,0.39,2024-01-02,454,N,VIIRS,l,2,296.55,5.62,D,0,0
-2.44007,133.14403,339.73,0.41,0.45,2024-01-02,455,N,VIIRS,n,2,277.29,6.01,D,0,3
-2.44065,133.14029,339.71,0.41,0.45,2024-01-02,455,N,VIIRS,n,2,279.97,6.01,D,2,3
-3.98829,122.03423,335.52,0.46,0.47,2024-01-02,455,N,VIIRS,n,2,291.18,3.57,D,0,1
-3.97243,122.08224,340.45,0.46,0.47,2024-01-02,455,N,VIIRS,n,2,292.18,4.96,D,0,1
-3.90169,122.42012,330.23,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,297.04,3.06,D,2,1
-3.90225,122.41621,327.22,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,296.45,3.06,D,2,1
-3.91621,122.16603,325.81,0.45,0.47,2024-01-02,455,N,VIIRS,n,2,292.5,3.84,D,0,1
-3.91478,122.16618,333.77,0.45,0.47,2024-01-02,455,N,VIIRS,n,2,292.54,3.92,D,0,1
-3.86994,122.40758,336.26,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,297.39,5.18,D,2,1
-3.87053,122.40367,336.72,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,297.39,5.18,D,2,1
-3.87111,122.39977,340.13,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,296.94,4.84,D,2,1
-3.87169,122.39584,327.17,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,295.96,4.84,D,2,1
-2.86113,122.15389,327.67,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,291.73,4.39,D,2,1
-2.82854,122.17662,335.99,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,289.99,4.86,D,0,1
-2.82913,122.17271,338.58,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,292.5,4.64,D,2,1
-2.82972,122.16881,338.34,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,292.23,4.64,D,2,1
-2.83033,122.1648,333.14,0.43,0.46,2024-01-02,455,N,VIIRS,n,2,292.97,5.77,D,2,1
-2.77142,121.97369,332.24,0.45,0.47,2024-01-02,455,N,VIIRS,n,2,289.15,5.7,D,0,1
-2.7688,121.97372,341.18,0.44,0.46,2024-01-02,455,N,VIIRS,n,2,289.77,6.24,D,0,1
-2.57898,120.63424,335.69,0.54,0.51,2024-01-02,456,N,VIIRS,n,2,286.43,5.65,D,0,1
-2.00837,121.43398,334.46,0.47,0.48,2024-01-02,456,N,VIIRS,n,2,291.94,4.31,D,0,1
-2.00394,121.43347,332.22,0.47,0.48,2024-01-02,456,N,VIIRS,n,2,291.37,4.31,D,0,1
-1.99947,121.43329,343.22,0.47,0.48,2024-01-02,456,N,VIIRS,n,2,291.83,7.68,D,0,1
-1.59581,122.01183,340.32,0.43,0.46,2024-01-02,456,N,VIIRS,n,2,292.27,7.81,D,0,1
-1.59157,122.01145,340.53,0.43,0.46,2024-01-02,456,N,VIIRS,n,2,291.1,7.63,D,0,1
-1.39194,122.41331,341.42,0.4,0.44,2024-01-02,456,N,VIIRS,n,2,291.42,13.47,D,0,1
-1.38567,122.42699,329.29,0.4,0.44,2024-01-02,456,N,VIIRS,n,2,291.67,2.54,D,0,1
-0.95214,121.68822,340.91,0.44,0.46,2024-01-02,456,N,VIIRS,n,2,285.82,4.64,D,0,1
0.48153,128.00356,337.95,0.39,0.36,2024-01-02,456,N,VIIRS,n,2,301.47,6.76,D,2,2
0.481,128.00006,330.74,0.39,0.36,2024-01-02,456,N,VIIRS,l,2,301.02,4.11,D,2,2
0.48047,127.99657,331.86,0.39,0.36,2024-01-02,456,N,VIIRS,l,2,301.95,4.11,D,2,2
0.48329,127.99255,340.02,0.39,0.36,2024-01-02,456,N,VIIRS,n,2,301.27,8.63,D,2,2
0.48663,127.99205,333.67,0.39,0.36,2024-01-02,456,N,VIIRS,n,2,300.95,4.37,D,2,2
0.4861,127.98856,334.8,0.39,0.36,2024-01-02,456,N,VIIRS,n,2,300.68,4.37,D,2,2
0.48557,127.98505,332.42,0.39,0.36,2024-01-02,456,N,VIIRS,n,2,301.14,5.49,D,2,2
1.23484,127.81897,334.14,0.39,0.36,2024-01-02,456,N,VIIRS,n,2,293.73,2.68,D,0,2
1.55933,127.93354,329.27,0.39,0.36,2024-01-02,456,N,VIIRS,n,2,293.54,1.04,D,0,2
2.05291,128.3365,338.82,0.4,0.37,2024-01-02,457,N,VIIRS,n,2,297.22,5.57,D,0,2
1.00958,121.47279,331.78,0.42,0.45,2024-01-02,457,N,VIIRS,n,2,294.82,2.14,D,0,1
1.13072,121.38995,327.41,0.43,0.46,2024-01-02,457,N,VIIRS,n,2,290.92,3.4,D,0,1
1.1349,121.3891,341.5,0.43,0.46,2024-01-02,457,N,VIIRS,n,2,291.83,3.4,D,0,1
1.13487,121.38988,352.82,0.43,0.46,2024-01-02,457,N,VIIRS,n,2,291.55,7.59,D,0,1
-2.43999,133.13916,336.5,0.34,0.56,2024-01-02,1557,N,VIIRS,n,2,274.42,2.64,N,2,3
-2.43948,133.13608,297.48,0.34,0.56,2024-01-02,1557,N,VIIRS,n,2,272.86,1.72,N,2,3
1.49234,127.63686,312.81,0.45,0.63,2024-01-02,1736,N,VIIRS,n,2,288.24,2.24,N,1,2
0.48308,127.98813,308.45,0.49,0.65,2024-01-02,1737,N,VIIRS,n,2,286.18,1.51,N,2,2
0.48237,127.99255,302.06,0.49,0.65,2024-01-02,1737,N,VIIRS,n,2,285.08,1.51,N,2,2
0.89335,124.08318,300.41,0.52,0.5,2024-01-02,1737,N,VIIRS,n,2,283.68,0.88,N,2,2
-1.4587,127.43459,316.54,0.48,0.65,2024-01-02,1737,N,VIIRS,n,2,275.7,2.2,N,2,2
-2.00002,121.42896,306.5,0.39,0.44,2024-01-02,1738,N,VIIRS,n,2,287.16,1.22,N,0,1
-2.00459,121.43197,312.24,0.39,0.44,2024-01-02,1738,N,VIIRS,n,2,288.06,1.22,N,0,1
-2.00864,121.43142,310.86,0.39,0.44,2024-01-02,1738,N,VIIRS,n,2,288.03,1.42,N,0,1
-2.82504,122.15889,298.49,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,271.61,1.14,N,2,1
-2.83113,122.16998,303.19,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,274.15,1.26,N,2,1
-2.83175,122.17398,307.68,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,275.98,1.26,N,2,1
-2.86047,122.16114,297.05,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,266.29,1.35,N,2,1
-2.86347,122.15222,305.52,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,279.54,1.95,N,2,1
-2.86204,122.15829,300.46,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,272.32,0.93,N,2,1
-2.88038,122.16364,296.88,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,269.25,0.54,N,2,1
-2.88101,122.16781,299.12,0.44,0.46,2024-01-02,1738,N,VIIRS,n,2,265.78,0.54,N,2,1
-2.4401,133.14062,345.65,0.39,0.36,2024-01-03,436,N,VIIRS,n,2,298.66,9.17,D,2,3
-3.15627,122.1375,347.88,0.46,0.64,2024-01-03,437,N,VIIRS,n,2,287.97,8.67,D,0,1
-2.82642,122.17475,326.94,0.45,0.63,2024-01-03,437,N,VIIRS,n,2,289.15,5.03,D,2,1
-1.0297,121.46848,353.9,0.48,0.65,2024-01-03,437,N,VIIRS,n,2,288.13,11.57,D,0,1
-1.02342,121.46957,326.58,0.48,0.65,2024-01-03,437,N,VIIRS,n,2,286.47,2.68,D,0,1
-0.90223,121.52412,354.8,0.47,0.64,2024-01-03,437,N,VIIRS,n,2,286.73,8.87,D,0,1
0.48247,128.00508,331.88,0.5,0.41,2024-01-03,437,N,VIIRS,n,2,296.13,5.9,D,2,2
0.48175,128.00044,331.38,0.5,0.41,2024-01-03,437,N,VIIRS,n,2,296.01,10.25,D,2,2
1.22897,127.82108,331.39,0.51,0.41,2024-01-03,437,N,VIIRS,n,2,294.51,3.47,D,0,2
2.78012,125.40871,327.39,0.46,0.39,2024-01-03,1717,N,VIIRS,n,2,288.86,2.48,N,1,2
2.77649,125.40827,307.19,0.46,0.39,2024-01-03,1717,N,VIIRS,n,2,288.24,0.79,N,1,2
1.49324,127.63639,338.06,0.43,0.46,2024-01-03,1718,N,VIIRS,n,2,296.04,4.77,N,1,2
1.49385,127.63255,310.41,0.43,0.46,2024-01-03,1718,N,VIIRS,n,2,289.93,4.77,N,1,2
0.49056,127.98372,300.9,0.47,0.47,2024-01-03,1718,N,VIIRS,n,2,281.54,0.7,N,0,2
0.48615,127.98325,302.28,0.47,0.47,2024-01-03,1718,N,VIIRS,n,2,281.03,0.72,N,2,2
0.48351,128.00014,302.7,0.47,0.48,2024-01-03,1718,N,VIIRS,n,2,281.66,1.68,N,2,2
0.48287,128.00426,303.23,0.47,0.48,2024-01-03,1718,N,VIIRS,n,2,282.67,1.62,N,2,2
0.45261,121.81492,308.89,0.38,0.36,2024-01-03,1718,N,VIIRS,n,2,290.73,1.63,N,0,1
-1.45632,127.43764,339.84,0.46,0.47,2024-01-03,1718,N,VIIRS,n,2,291.47,5.72,N,2,2
-1.46063,127.43677,327.84,0.46,0.47,2024-01-03,1718,N,VIIRS,n,2,290.34,5.72,N,2,2
-1.56245,127.42611,302.87,0.46,0.47,2024-01-03,1718,N,VIIRS,n,2,284.36,1.06,N,0,2
-2.0049,121.43157,297.74,0.38,0.36,2024-01-03,1719,N,VIIRS,n,2,268.51,0.58,N,0,1
-2.00822,121.43106,308.3,0.38,0.36,2024-01-03,1719,N,VIIRS,n,2,270.03,0.58,N,0,1
-2.9163,121.80759,297.83,0.39,0.36,2024-01-03,1719,N,VIIRS,n,2,276.01,0.48,N,0,1
-3.87023,122.39303,311.4,0.4,0.37,2024-01-03,1719,N,VIIRS,n,2,286.61,1.23,N,2,1
-3.87079,122.39668,306.93,0.4,0.37,2024-01-03,1719,N,VIIRS,n,2,286.58,1.16,N,2,1
-3.87136,122.40031,311.56,0.4,0.37,2024-01-03,1719,N,VIIRS,n,2,287.36,1.16,N,2,1
-3.87192,122.40393,311.2,0.4,0.37,2024-01-03,1719,N,VIIRS,n,2,287.78,1.34,N,2,1
-3.87249,122.40756,310.03,0.4,0.37,2024-01-03,1719,N,VIIRS,n,2,287.65,1.34,N,2,1
-3.90198,122.41791,310.19,0.4,0.37,2024-01-03,1719,N,VIIRS,n,2,289.23,1.6,N,2,1
-3.90254,122.42154,311.21,0.4,0.37,2024-01-03,1719,N,VIIRS,n,2,289.11,1.24,N,2,1
-8.27272,123.50607,303.78,0.49,0.4,2024-01-03,1720,N,VIIRS,n,2,276.15,0.72,N,1,0
-1.20241,134.18138,344.94,0.45,0.39,2024-01-04,418,N,VIIRS,n,2,281.64,5.75,D,0,2
1.702,127.88017,336.01,0.33,0.56,2024-01-04,419,N,VIIRS,n,2,291.64,4.13,D,1,2
1.88834,127.8031,327.35,0.34,0.56,2024-01-04,419,N,VIIRS,n,2,289.62,1.92,D,0,2
-2.01268,120.8242,327.74,0.36,0.57,2024-01-04,558,N,VIIRS,n,2,288.97,1.36,D,0,1
-1.91075,120.93095,327.08,0.37,0.58,2024-01-04,559,N,VIIRS,n,2,292.42,2.04,D,0,1
-1.44997,120.69102,335.74,0.36,0.57,2024-01-04,559,N,VIIRS,n,2,289.53,3.65,D,0,1
0.99164,121.48306,327.67,0.45,0.63,2024-01-04,559,N,VIIRS,n,2,290.39,2.83,D,0,1
1.0086,121.47713,347.02,0.45,0.63,2024-01-04,559,N,VIIRS,n,2,290.39,5.22,D,0,1
1.01397,121.47613,336.62,0.45,0.63,2024-01-04,559,N,VIIRS,n,2,289.96,5.39,D,0,1
1.24497,121.20209,335.69,0.43,0.62,2024-01-04,559,N,VIIRS,n,2,291.38,6.96,D,0,1
1.24437,121.19811,339.68,0.43,0.62,2024-01-04,559,N,VIIRS,n,2,291.19,6.24,D,0,1
1.49632,127.6339,313.17,0.39,0.36,2024-01-04,1659,N,VIIRS,n,2,287.87,1.32,N,1,2
1.49299,127.63337,336.95,0.39,0.36,2024-01-04,1659,N,VIIRS,n,2,292.18,5.48,N,1,2
0.49174,127.9838,298.78,0.4,0.37,2024-01-04,1659,N,VIIRS,n,2,279.08,0.64,N,0,2
0.48835,127.98331,300.03,0.4,0.37,2024-01-04,1659,N,VIIRS,n,2,280.02,0.64,N,2,2
0.48778,127.98695,302.91,0.4,0.37,2024-01-04,1659,N,VIIRS,n,2,283.7,0.64,N,2,2
0.48272,127.99722,301.34,0.4,0.37,2024-01-04,1659,N,VIIRS,n,2,281.91,1.47,N,2,2
0.4816,128.00438,310.39,0.4,0.37,2024-01-04,1659,N,VIIRS,n,2,284.35,1.35,N,2,2
-1.45712,127.43629,342.32,0.4,0.37,2024-01-04,1659,N,VIIRS,n,2,291.66,23.95,N,2,2
-1.46049,127.43575,330.83,0.4,0.37,2024-01-04,1659,N,VIIRS,n,2,288.66,4.47,N,2,2
-2.43978,133.13916,328.19,0.55,0.51,2024-01-04,1700,N,VIIRS,n,2,290.46,3.45,N,2,3
-1.56071,127.42722,308.83,0.4,0.37,2024-01-04,1700,N,VIIRS,n,2,285.01,0.75,N,0,2
-1.56408,127.42669,306.26,0.4,0.37,2024-01-04,1700,N,VIIRS,n,2,284.98,0.75,N,0,2
-2.82886,122.17226,322.21,0.49,0.4,2024-01-04,1700,N,VIIRS,n,2,284.29,3.22,N,2,1
-2.8326,122.17176,305.6,0.49,0.4,2024-01-04,1700,N,VIIRS,n,2,285.27,3.22,N,2,1
-2.86401,122.15348,301.87,0.49,0.4,2024-01-04,1700,N,VIIRS,n,2,284.21,1.78,N,2,1
-2.91269,121.8084,305.15,0.51,0.41,2024-01-04,1700,N,VIIRS,n,2,286.27,1.0,N,0,1
-3.87038,122.40701,306.53,0.46,0.39,2024-01-04,1700,N,VIIRS,n,2,290.38,2.19,N,2,1
-3.87199,122.39391,306.94,0.46,0.39,2024-01-04,1700,N,VIIRS,n,2,289.09,2.11,N,2,1
-3.90139,122.41489,308.39,0.46,0.39,2024-01-04,1700,N,VIIRS,n,2,290.23,1.3,N,2,1
-3.90206,122.41907,312.72,0.46,0.39,2024-01-04,1700,N,VIIRS,n,2,290.71,1.95,N,2,1
-7.73663,126.77361,306.23,0.42,0.37,2024-01-04,1701,N,VIIRS,n,2,280.05,0.86,N,0,3
-0.85414,133.18877,348.78,0.34,0.56,2024-01-05,359,N,VIIRS,n,2,292.39,3.64,D,0,2
-0.83982,133.07288,326.31,0.34,0.56,2024-01-05,359,N,VIIRS,n,2,293.75,4.25,D,0,2
-0.84028,133.06978,332.33,0.34,0.56,2024-01-05,359,N,VIIRS,n,2,293.22,3.9,D,0,2
-0.8351,133.06894,335.93,0.34,0.56,2024-01-05,359,N,VIIRS,n,2,292.16,2.48,D,0,2
-0.75551,133.53596,352.57,0.63,0.54,2024-01-05,359,N,VIIRS,n,2,291.87,19.86,D,0,2
-0.777,133.53151,327.68,0.63,0.54,2024-01-05,359,N,VIIRS,n,2,290.85,3.89,D,0,2
-0.83876,133.07109,367.0,0.34,0.56,2024-01-05,359,N,VIIRS,h,2,294.44,6.87,D,0,2
-0.75519,133.5397,326.57,0.63,0.54,2024-01-05,359,N,VIIRS,n,2,291.12,12.5,D,0,2
-0.75606,133.53409,338.27,0.63,0.54,2024-01-05,359,N,VIIRS,n,2,291.51,12.5,D,0,2
-4.71844,120.33161,333.84,0.46,0.39,2024-01-05,539,N,VIIRS,n,2,284.76,5.72,D,0,1
-4.7191,120.32745,335.86,0.46,0.39,2024-01-05,539,N,VIIRS,n,2,284.11,5.72,D,0,1
-4.71883,120.32776,339.64,0.46,0.39,2024-01-05,539,N,VIIRS,n,2,283.57,9.69,D,0,1
-3.90425,122.42019,330.83,0.41,0.45,2024-01-05,539,N,VIIRS,n,2,286.3,4.47,D,2,1
-3.8722,122.40752,331.95,0.41,0.45,2024-01-05,539,N,VIIRS,n,2,293.27,8.38,D,2,1
-2.8309,122.17289,332.08,0.41,0.45,2024-01-05,539,N,VIIRS,n,2,287.95,5.71,D,2,1
-2.181,121.48264,329.81,0.38,0.43,2024-01-05,540,N,VIIRS,n,2,292.8,2.69,D,0,1
-1.33339,122.46252,329.38,0.46,0.47,2024-01-05,540,N,VIIRS,n,2,288.55,3.67,D,0,1
1.49498,127.63117,337.79,0.51,0.41,2024-01-05,1640,N,VIIRS,n,2,295.97,8.38,N,1,2
1.49499,127.63364,334.91,0.51,0.41,2024-01-05,1640,N,VIIRS,n,2,296.56,10.34,N,1,2
0.48207,127.99781,308.76,0.47,0.4,2024-01-05,1640,N,VIIRS,n,2,288.42,2.99,N,2,2
0.48141,128.00209,313.25,0.47,0.4,2024-01-05,1640,N,VIIRS,n,2,289.71,3.31,N,2,2
-1.45719,127.43497,331.97,0.48,0.4,2024-01-05,1641,N,VIIRS,n,2,286.1,7.72,N,2,2
-2.56612,121.36741,299.33,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,278.47,1.06,N,0,1
-2.56666,121.37071,304.63,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,278.79,1.06,N,0,1
-2.5672,121.37408,310.26,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,279.04,2.64,N,0,1
-2.56775,121.37745,307.86,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,279.74,2.64,N,2,1
-2.56884,121.38422,301.09,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.73,48.84,N,2,1
-2.57316,121.37667,328.08,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.85,2.64,N,2,1
-2.57368,121.37989,353.36,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,279.43,48.84,N,2,1
-2.57212,121.37022,303.44,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,278.04,1.06,N,2,1
-2.57264,121.37344,317.62,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,278.05,2.64,N,2,1
-2.57473,121.38641,314.45,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,279.01,6.21,N,2,1
-2.57525,121.38958,301.88,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.53,6.21,N,2,1
-2.57905,121.37883,320.94,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,279.29,5.6,N,2,1
-2.57957,121.38205,367.0,0.37,0.58,2024-01-05,1641,N,VIIRS,h,2,278.96,5.6,N,2,1
-2.57749,121.36912,302.51,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,277.84,1.58,N,2,1
-2.57802,121.37239,307.59,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,278.62,1.65,N,2,1
-2.57854,121.37563,317.74,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,279.34,1.65,N,2,1
-2.58009,121.38523,314.11,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.62,1.99,N,2,1
-2.58059,121.38836,304.0,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.18,1.99,N,2,1
-2.5839,121.3745,301.98,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.54,1.65,N,2,1
-2.58442,121.37775,302.85,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,277.51,5.6,N,2,1
-2.58493,121.38093,300.56,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,276.97,5.6,N,2,1
-2.58543,121.38402,302.51,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,277.02,1.99,N,2,1
-2.58593,121.38711,300.42,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,277.24,1.99,N,2,1
-2.56369,121.37439,299.88,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.28,1.39,N,0,1
-2.56805,121.36738,300.88,0.38,0.58,2024-01-05,1641,N,VIIRS,n,2,278.24,1.41,N,0,1
-2.5686,121.37064,307.16,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.19,1.41,N,2,1
-2.56916,121.37394,318.18,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.07,1.39,N,2,1
-2.56972,121.37724,313.8,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,279.45,1.39,N,2,1
-2.57028,121.38056,303.74,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.47,1.22,N,2,1
-2.57084,121.38387,306.84,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.65,1.22,N,2,1
-2.57139,121.38713,300.92,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.58,1.44,N,2,1
-2.57511,121.37631,330.11,0.37,0.58,2024-01-05,1641,N,VIIRS,n,2,278.69,2.23,N,2,1
